titulo,data,diario_pdf
Diário Oficial - Nº43 (19-10-2018),19/10/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1475/arquivos/pub23102018101704.pdf
Diário Oficial - Nº43A (22-10-2018) - Extra,22/10/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2045/arquivos/pub14012019101600.pdf
Diário Oficial - Nº43B (23-10-2018) - Extra,23/10/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2046/arquivos/pub14012019101718.pdf
Diário Oficial - Nº43C (25-10-2018) - Extra,25/10/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2047/arquivos/pub14012019101815.pdf
Diário Oficial - Nº40A (03-10-2018) - Extra,03/10/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2042/arquivos/pub14012019095900.pdf
Diário Oficial - Nº40B (04-10-2018) - Extra,04/10/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2029/arquivos/pub09012019163906.pdf
Diário Oficial - Nº41 (05-10-2018),05/10/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1474/arquivos/pub05102018114717.pdf
Diário Oficial - Nº42 (11-10-2018),11/10/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2041/arquivos/pub11012019164231.pdf
Diário Oficial - Nº42A (16-10-2018) - Extra,16/10/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2043/arquivos/pub14012019100433.pdf
Diário Oficial - Nº39 (21-09-2018),21/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2039/arquivos/pub11012019103535.pdf
Diário Oficial - Nº39A (24-09-2018) - Extra,24/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1469/arquivos/pub25092018125957.pdf
Diário Oficial - Nº39B (26-09-2018) - Extra,26/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1470/arquivos/pub26092018110131.pdf
Diário Oficial - Nº39C (27-09-2018) - Extra,27/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2040/arquivos/pub11012019105648.pdf
Diário Oficial - Nº40 (28-09-2018),28/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2028/arquivos/pub09012019163311.pdf
Diário Oficial - Nº37A (11-09-2018) - Extra,11/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1468/arquivos/pub12092018105738.pdf
Diário Oficial - Nº37B (12-09-2018) - Extra,12/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2036/arquivos/pub11012019102904.pdf
Diário Oficial - Nº37C (13-09-2018) - Extra,13/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2037/arquivos/pub11012019103016.pdf
Diário Oficial - Nº38 (14-09-2018),14/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2038/arquivos/pub11012019103212.pdf
Diário Oficial - Nº38A (20-09-2018) - Extra,20/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1472/arquivos/pub27092018114127.pdf
Diário Oficial - Nº35C (29-08-2018) - Extra,29/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2026/arquivos/pub07012019093830.pdf
Diário Oficial - Nº36 (31-08-2018),31/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2027/arquivos/pub07012019093905.pdf
Diário Oficial - Nº36A (03-09-2018) - Extra,03/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2033/arquivos/pub11012019102238.pdf
Diário Oficial - Nº36B (05-09-2018) - Extra,05/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2034/arquivos/pub11012019102525.pdf
Diário Oficial - Nº37 (06-09-2018),06/09/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2035/arquivos/pub11012019102702.pdf
Diário Oficial - Nº34A (22-08-2018) - Extra,22/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2022/arquivos/pub07012019093455.pdf
Diário Oficial - Nº34B (23-08-2018) - Extra ,23/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2023/arquivos/pub07012019093541.pdf
Diário Oficial - Nº35 (24-08-2018),24/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2024/arquivos/pub07012019093620.pdf
Diário Oficial - Nº35A (27-08-2018) - Extra,27/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1561/arquivos/pub06112018122848.pdf
Diário Oficial - Nº35B (28-08-2018) - Extra ,28/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2025/arquivos/pub07012019093720.pdf
Diário Oficial - Nº32B (07-08-2018) - Extra,07/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2018/arquivos/pub07012019092140.pdf
Diário Oficial - Nº33 (10-08-2018),10/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1471/arquivos/pub27092018090318.pdf
Diário Oficial - Nº33A (13-08-2018) - Extra,13/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2019/arquivos/pub07012019092857.pdf
Diário Oficial - Nº33B (15-08-2018) - Extra,15/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2020/arquivos/pub07012019093252.pdf
Diário Oficial - Nº34 (17-08-2018),17/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2021/arquivos/pub07012019093403.pdf
Diário Oficial - Nº31 (27-07-2018),27/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2013/arquivos/pub04012019104231.pdf
Diário Oficial - Nº31A (30-07-2018) - Extra,30/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2014/arquivos/pub04012019104319.pdf
Diário Oficial - Nº31B (02-08-2018) - Extra,02/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2015/arquivos/pub07012019091853.pdf
Diário Oficial - Nº32 (03-08-2018),03/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2016/arquivos/pub07012019092002.pdf
Diário Oficial - Nº32A (06-08-2018) - Extra,06/08/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2017/arquivos/pub07012019092050.pdf
Diário Oficial - Nº29D (19-07-2018) - Extra,19/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2008/arquivos/pub04012019103705.pdf
Diário Oficial - Nº30 (20-07-2018),20/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2009/arquivos/pub04012019103815.pdf
Diário Oficial - Nº30A (23-07-2018) - Extra,23/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2010/arquivos/pub04012019103941.pdf
Diário Oficial - Nº30B (24-07-2018) - Extra,24/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2011/arquivos/pub04012019104056.pdf
Diário Oficial - Nº30C (26-07-2018) - Extra,26/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2012/arquivos/pub04012019104143.pdf
Diário Oficial - Nº28C (12-07-2018) - Extra,12/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2003/arquivos/pub04012019102940.pdf
Diário Oficial - Nº29 (13-07-2018),13/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2004/arquivos/pub04012019103054.pdf
Diário Oficial - Nº29A (16-07-2018) - Extra,16/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2005/arquivos/pub04012019103208.pdf
Diário Oficial - Nº29B (17-07-2018) - Extra,17/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2006/arquivos/file_201906111702UcdV.pdf
Diário Oficial - Nº29C (18-07-2018) - Extra,18/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2007/arquivos/pub04012019103400.pdf
Diário Oficial - Nº27A (04-07-2018) - Extra,04/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1999/arquivos/pub04012019102517.pdf
Diário Oficial - Nº27B (05-07-2018) - Extra,05/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1456/arquivos/pub02082018123412.pdf
Diário Oficial - Nº28 (06-07-2018),06/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2000/arquivos/pub04012019102633.pdf
Diário Oficial - Nº28A (10-07-2018) - Extra,10/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2001/arquivos/pub04012019102727.pdf
Diário Oficial - Nº28B (11-07-2018) - Extra,11/07/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2002/arquivos/pub04012019102828.pdf
Diário Oficial - Nº26 (21-06-2018),21/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1453/arquivos/pub04072018110156.pdf
Diário Oficial - Nº26A (25-06-2018) - Extra,25/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1449/arquivos/pub25062018162844.pdf
Diário Oficial - Nº26B (26-06-2018) - Extra,26/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1996/arquivos/pub04012019101023.pdf
Diário Oficial - Nº26C (27-06-2018) - Extra,27/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1997/arquivos/pub04012019101138.pdf
Diário Oficial - Nº27 (28-06-2018),28/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1998/arquivos/pub04012019101232.pdf
Diário Oficial - Nº24A (12-06-2018) - Extra ,12/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1992/arquivos/pub04012019095429.pdf
Diário Oficial - Nº24B (14-06-2018) - Extra,14/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1993/arquivos/pub04012019095944.pdf
Diário Oficial - Nº25 (15-06-2018),15/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1446/arquivos/pub18062018170739.pdf
Diário Oficial - Nº25A (19-06-2018) - Extra ,19/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1994/arquivos/pub04012019100443.pdf
Diário Oficial - Nº25B (20-06-2018) - Extra,20/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1995/arquivos/pub04012019100733.pdf
Diário Oficial - Nº23 (01-06-2018),01/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1439/arquivos/pub01062018174457.pdf
Diário Oficial - Nº23A (05-06-2018) - Extra,05/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1991/arquivos/pub04012019095156.pdf
Diário Oficial - Nº23B (06-06-2018) - Extra,06/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1447/arquivos/pub19062018120632.pdf
Diário Oficial - Nº23C (07-06-2018) - Extra,07/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2163/arquivos/file_201906111009Cgkw.pdf
Diário Oficial - Nº24 (08-06-2018),08/06/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1448/arquivos/pub20062018144545.pdf
Diário Oficial - Nº21B (24-05-2018) - Extra,24/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1988/arquivos/pub28122018150754.pdf
Diário Oficial - Nº22 (25-05-2018),25/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2285/arquivos/file_202001201813ci7D.pdf
Diário Oficial - Nº22A (28-05-2018) - Extra,28/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2286/arquivos/file_202001201816Kqor.pdf
Diário Oficial - Nº22B (29-05-2018) - Extra,29/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1437/arquivos/pub30052018104315.pdf
Diário Oficial - Nº22C (30-05-2018) - Extra,30/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1989/arquivos/pub28122018151140.pdf
Diário Oficial - Nº20B (15-05-2018) - Extra,15/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1430/arquivos/pub16052018114907.pdf
Diário Oficial - Nº20C (16-05-2018) - Extra,16/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1984/arquivos/pub28122018150414.pdf
Diário Oficial - Nº20D (17-05-2018) - Extra,17/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1985/arquivos/pub28122018150448.pdf
Diário Oficial - Nº21 (18-05-2018),18/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1986/arquivos/pub28122018150553.pdf
Diário Oficial - Nº21A (23-05-2018) - Extra,23/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1987/arquivos/pub28122018150702.pdf
Diário Oficial - Nº19A (08-05-2018) - Extra,08/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1981/arquivos/pub28122018145921.pdf
Diário Oficial - Nº19B (09-05-2018) - Extra,09/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1982/arquivos/pub28122018150010.pdf
Diário Oficial - Nº19C (10-05-2018) - Extra,10/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1983/arquivos/pub28122018150104.pdf
Diário Oficial - Nº20 (11-05-2018),11/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1427/arquivos/pub14052018094946.pdf
Diário Oficial - Nº20A (14-05-2018) - Extra,14/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1431/arquivos/pub16052018130340.pdf
Diário Oficial - Nº17A (23-04-2018) - Extra,23/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1418/arquivos/pub30042018120414.pdf
Diário Oficial - Nº17C (25-04-2018) - Extra,25/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1417/arquivos/pub30042018115912.pdf
Diário Oficial - Nº18A (30-04-2018) - Extra,30/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1416/arquivos/pub28122018091045.pdf
Diário Oficial - Nº18B (03-05-2018) - Extra,03/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1980/arquivos/pub28122018145822.pdf
Diário Oficial - Nº19 (04-05-2018),04/05/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1709/arquivos/pub21112018143255.pdf
Diário Oficial - Nº16 (13-04-2018),13/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1976/arquivos/pub28122018090330.pdf
Diário Oficial - Nº16A (16-04-2018) - Extra ,16/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1977/arquivos/pub28122018090417.pdf
Diário Oficial - Nº16B (18-04-2018) - Extra,18/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1406/arquivos/pub18042018165420.pdf
Diário Oficial - Nº16C (19-04-2018) - Extra,19/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1978/arquivos/pub28122018090532.pdf
Diário Oficial - Nº17 (20-04-2018),20/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1979/arquivos/pub28122018090713.pdf
Diário Oficial - Nº14B (05-04-2018) - Extra,05/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1973/arquivos/pub28122018085835.pdf
Diário Oficial - Nº15 (06-04-2018),06/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1395/arquivos/pub09042018091500.pdf
Diário Oficial - Nº15A (09-04-2018) - Extra,09/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1405/arquivos/pub18042018105318.pdf
Diário Oficial - Nº15B (10-04-2018) - Extra,10/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1974/arquivos/pub28122018090150.pdf
Diário Oficial - Nº15C (12-04-2018) - Extra,12/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1975/arquivos/pub28122018090242.pdf
Diário Oficial - Nº13 (23-03-2018),23/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1415/arquivos/pub24042018112501.pdf
Diário Oficial - Nº13A (27-03-2018) - Extra,27/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1972/arquivos/pub27122018094219.pdf
Diário Oficial - Nº13B (28-03-2018) - Extra,28/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1382/arquivos/pub04042018102355.pdf
Diário Oficial - Nº14 (29-03-2018),29/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1381/arquivos/pub27122018094550.pdf
Diário Oficial - Nº14A (03-04-2018) - Extra,03/04/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1419/arquivos/pub30042018164411.pdf
Diário Oficial - Nº11C (14-03-2018) - Extra,14/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1970/arquivos/pub27122018093637.pdf
Diário Oficial - Nº11D (15-03-2018) - Extra,15/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1971/arquivos/pub27122018093735.pdf
Diário Oficial - Nº12 (16-03-2018),16/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1440/arquivos/pub07062018172712.pdf
Diário Oficial - Nº12A (20-03-2018) - Extra,20/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1384/arquivos/pub04042018103248.pdf
Diário Oficial - Nº12B (22-03-2018) - Extra,22/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1383/arquivos/pub04042018103215.pdf
Diário Oficial - Nº10B (07-03-2018) - Extra,07/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1967/arquivos/pub27122018093231.pdf
Diário Oficial - Nº10C (08-03-2018) - Extra,08/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1968/arquivos/pub27122018093428.pdf
Diário Oficial - Nº11 (09-03-2018),09/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1422/arquivos/pub03052018161012.pdf
Diário Oficial - Nº11A (12-03-2018) - Extra,12/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1969/arquivos/pub27122018093533.pdf
Diário Oficial - Nº11B (13-03-2018) - Extra,13/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1385/arquivos/pub04042018103657.pdf
Diário Oficial - Nº09A (27-02-2018) - Extra,27/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1962/arquivos/pub21122018171530.pdf
Diário Oficial - Nº09B (28-02-2018) - Extra,28/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1963/arquivos/pub21122018171612.pdf
Diário Oficial - Nº09C (01-03-2018) - Extra,01/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1414/arquivos/pub20042018193747.pdf
Diário Oficial - Nº10 (02-03-2018),02/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1965/arquivos/pub27122018091808.pdf
Diário Oficial - Nº10A (05-03-2018) - Extra,05/03/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1966/arquivos/pub27122018092651.pdf
Diário Oficial - Nº08 (16-02-2018),16/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1958/arquivos/pub21122018171129.pdf
Diário Oficial - Nº08A (19-02-2018) - Extra,19/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1378/arquivos/pub04042018101324.pdf
Diário Oficial - Nº08B (20-02-2018) - Extra,20/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1959/arquivos/pub21122018171243.pdf
Diário Oficial - Nº08C (22-02-2018) - Extra,22/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1960/arquivos/pub21122018171337.pdf
Diário Oficial - Nº09 (23-02-2018),23/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1961/arquivos/pub21122018171453.pdf
Diário Oficial - Nº06A (06-02-2018) - Extra,06/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1379/arquivos/pub21122018095046.pdf
Diário Oficial - Nº06B (07-02-2018) - Extra,07/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1955/arquivos/pub21122018090155.pdf
Diário Oficial - Nº06C (08-02-2018) - Extra,08/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1421/arquivos/pub21122018090309.pdf
Diário Oficial - Nº07 (09-02-2018),09/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1956/arquivos/pub21122018100558.pdf
Diário Oficial - Nº07A (15-02-2018) - Extra,15/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1957/arquivos/pub21122018100635.pdf
Diário Oficial - Nº04B (24-01-2018) - Extra,24/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1375/arquivos/pub04042018095634.pdf
Diário Oficial - Nº04C (25-01-2018) - Extra,25/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1953/arquivos/pub20122018162741.pdf
Diário Oficial - Nº05 (26-01-2018),26/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1374/arquivos/pub04042018095230.pdf
Diário Oficial - Nº05A (01-02-2018) - Extra,01/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1380/arquivos/pub04042018101912.pdf
Diário Oficial - Nº06 (02-02-2018),02/02/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1954/arquivos/pub21122018084829.pdf
Diário Oficial - Nº03 (12-01-2018),12/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1948/arquivos/pub20122018162247.pdf
Diário Oficial - Nº03A (15-01-2018) - Extra,15/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1949/arquivos/pub20122018162353.pdf
Diário Oficial - Nº03B (18-01-2018) - Extra,18/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1950/arquivos/pub20122018162432.pdf
Diário Oficial - Nº04 (19-01-2018),19/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1951/arquivos/pub20122018162506.pdf
Diário Oficial - Nº04A (23-01-2018) - Extra,23/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1952/arquivos/pub20122018162603.pdf
Diário Oficial - Nº02 (05-01-2018),05/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1420/arquivos/pub03052018144602.pdf
Diário Oficial - Nº02A (08-01-2018) - Extra,08/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1944/arquivos/pub20122018161843.pdf
Diário Oficial - Nº02B (09-01-2018) - Extra,09/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1945/arquivos/pub20122018161920.pdf
Diário Oficial - Nº02C (10-01-2018) - Extra,10/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1946/arquivos/pub20122018162129.pdf
Diário Oficial - Nº02D (11-01-2018) - Extra,11/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1947/arquivos/pub20122018162208.pdf
Diário Nº 52C (28 - 12 - 2017) - Extra,28/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1623/arquivos/pub07112018124058.pdf
Diário Nº 53 (29 - 12 - 2017),29/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1624/arquivos/pub07112018124140.pdf
Diário Oficial - Nº01 (02-01-2018),02/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1377/arquivos/pub04042018095949.pdf
Diário Oficial - Nº01A (03-01-2018) - Extra,03/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1376/arquivos/pub04042018095905.pdf
Diário Oficial - Nº01B (04-01-2018) - Extra,04/01/2018 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1943/arquivos/pub20122018161756.pdf
Diário Nº 51 (15 - 12 - 2017),15/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1618/arquivos/pub07112018123728.pdf
Diário Nº 51A (18 - 12 - 2017) - Extra,18/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1619/arquivos/pub07112018123816.pdf
Diário Nº 51A (21 - 12 - 2017) - Extra,21/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1620/arquivos/pub07112018123853.pdf
